"cas" "draha" "prumerna rychlost"
1.74388950900054 165 94.616086138717
1.94298019602953 239 123.006915092802
1.96139474395426 179 91.261588495505
1.57859663957325 187 118.459646569723
2.20307286258032 181 82.1579726546158
0.762935029396111 192 251.659699190866
0.720143400729625 219 304.106098560532
1.10383029829862 177 160.350735319385
0.677310442550807 205 302.667709105374
1.81991051086152 209 114.840811541367
1.04007094630364 211 202.870776027235
1.45273949836191 202 139.047640838411
2.22817347197909 189 84.8228391446237
1.30258505124339 182 139.722162346536
2.31690466211839 228 98.4071566378287
0.727158468387965 180 247.538889836546
1.34861986632589 191 141.626269024459
2.31875546496488 196 84.5281026660432
0.67606393763985 221 326.892158708412
1.07849758040844 221 204.914692452351
1.83090691779593 203 110.87401441706
1.43003438496309 211 147.548899675896
1.16389356749367 234 201.049311152991
1.1206044840173 192 171.336098274113
0.710952120130958 180 253.181606613458
1.47682369470304 191 129.331619397132
1.341311417473 195 145.380108943958
1.01238928993564 207 204.466801513832
1.05788102490833 184 173.932602691257
1.03878522241206 200 192.532581023438
0.56539438149328 180 318.361847750585
0.975117216552141 205 210.231135826775
2.01629757435774 197 97.7038322643181
1.22738252605179 237 193.093835841362
1.45344821848415 168 115.587193175147
0.901924981525004 237 262.771300113312
1.58672959021697 183 115.331560669374
1.32580218776861 231 174.234136985989
0.988654053064071 238 240.731324837421
1.66209672244979 210 126.346437703383
1.54307195157251 195 126.371294482594
1.46994218551904 215 146.264255912951
2.17441858022704 188 86.4598940192877
1.45979447921439 177 121.249944783498
0.58408881001775 183 313.308518946697
1.55065811844699 207 133.491707512752
1.71074361999965 186 108.724649225954
0.681710059404547 217 318.317145253134
1.79745667975865 192 106.817595195552
1.18221307168754 224 189.475150769779
2.2701413478346 195 85.8977350401564
1.86035773835693 195 104.81854966896
2.86985190420907 214 74.5683077534896
1.03672652242685 164 158.190223219231
1.33136137172887 195 146.466619913103
2.08123797542276 192 92.2527852496057
1.63401059240784 196 119.95026281389
2.30674781318582 186 80.6330015517031
1.68521460540359 198 117.492454293429
1.85444932019289 173 93.2891495692131
1.19817218987451 158 131.86752399632
1.32972710021227 214 160.935277596312
2.30075112637006 223 96.9248683371641
1.82394193646336 218 119.521348592217
1.81235343187682 189 104.284295036359
1.60342449988207 233 145.313982677162
1.95049759357108 199 102.025247637276
0.826900269192198 229 276.937870903962
1.31299683668298 246 187.357648645574
1.75155732644317 206 117.609624812176
2.00022601505761 214 106.987909560729
0.282537489101256 176 622.926184273284
1.69798125446422 213 125.443080976303
1.49905419044816 222 148.093378754794
2.14584287261817 208 96.9316079262675
0.619980212093407 189 304.848439213613
0.220508542221037 238 1079.32326613193
0.77170351727678 189 244.912710346263
1.14131239062407 178 155.960805702521
1.39371750638722 212 152.111169608211
2.21469152998099 186 83.9846080061527
1.49199035902898 194 130.027649861129
1.5514654418591 188 121.175757401803
2.03270753862454 167 82.1564326528758
0.661352211914902 200 302.410722148964
1.25225263456189 212 169.294912343442
1.6476393598935 192 116.530355291106
1.38598664716161 202 145.744549858168
1.31130710178169 186 141.843203432117
1.55454306452066 204 131.228271931407
1.04039181439604 171 164.361154743675
1.78661378774844 243 136.011488138261
1.39223883981871 204 146.526583058524
1.56145779852958 203 130.006715641732
1.58443407954631 201 126.859174890731
0.942212730606332 253 268.516855887937
1.26722891613547 217 171.239779361855
2.70128897413693 206 76.2598899904138
1.92037755293017 202 105.18764900776
2.11148297813233 206 97.5617621043828
